index,Title,Director,Cast,genres,combo
178,naayak,v. v. vinayak,ram charan teja kajal aggarwal amala paul pradeep rawat brahmanandam,Action Drama,naayak v. v. vinayak ram charan teja kajal aggarwal amala paul pradeep rawat brahmanandam Action Drama
179,seethamma vakitlo sirimalle chettu,srikanth addala,mahesh babu venkatesh anjali samantha prakash raj jayasudha,Family Drama,seethamma vakitlo sirimalle chettu srikanth addala mahesh babu venkatesh anjali samantha prakash raj jayasudha Family Drama
180,satruvu,nsr prasad,srikanth aksha,un_known,satruvu nsr prasad srikanth aksha un_known
181,case no 666/2013,venkat siddareddy purnesh konathala,charan tej aditya nanda kishore guru charan anurag nikitha,Horror Thriller,case no 666/2013 venkat siddareddy purnesh konathala charan tej aditya nanda kishore guru charan anurag nikitha Horror Thriller
182,ongole gittha,bhaskar,ram pothineni kriti kharbanda prakash raj prabhu,un_known,ongole gittha bhaskar ram pothineni kriti kharbanda prakash raj prabhu un_known
183,bullabbai,yuvaraju,krishnudu brahmanandam shravani,un_known,bullabbai yuvaraju krishnudu brahmanandam shravani un_known
184,mirchi,koratala siva,prabhas anushka shetty richa gangopadhyay,Thriller,mirchi koratala siva prabhas anushka shetty richa gangopadhyay Thriller
185,okkadine,srinivas raga,nara rohit nithya menen,Romance,okkadine srinivas raga nara rohit nithya menen Romance
186,chammak challo,g. neelakanta reddy,varun sandesh sanchita padukone catherine tresa vennela kishore srinivas avasarala,un_known,chammak challo g. neelakanta reddy varun sandesh sanchita padukone catherine tresa vennela kishore srinivas avasarala un_known
187,love cycle,sapan kumar,mangam srinivas reshma rathore,Drama Comedy Music TV Movie,love cycle sapan kumar mangam srinivas reshma rathore Drama Comedy Music TV Movie
188,jabardasth,nandini reddy,siddharth samantha nithya menen,Romance Comedy,jabardasth nandini reddy siddharth samantha nithya menen Romance Comedy
189,mr. pellikoduku,devi prasad,sunil isha chawla ravi babu ali,Drama Comedy,mr. pellikoduku devi prasad sunil isha chawla ravi babu ali Drama Comedy
190,race,ramesh raparthi,vikram karthik bharat kishore disha pandey nikitha narayanan,Action Thriller Science Fiction,race ramesh raparthi vikram karthik bharat kishore disha pandey nikitha narayanan Action Thriller Science Fiction
191,gundello godari,kumar nagendra,aadhi lakshmi manchu sundeep kishan taapsee pannu,Drama,gundello godari kumar nagendra aadhi lakshmi manchu sundeep kishan taapsee pannu Drama
192,mahankali,jeevitha rajasekhar,rajasekhar madhurima pradeep rawat,un_known,mahankali jeevitha rajasekhar rajasekhar madhurima pradeep rawat un_known
193,telugabbai,vo yes avinash,tanish remya nambeesan tashu kaushik naga babu sona nair,Romance,telugabbai vo yes avinash tanish remya nambeesan tashu kaushik naga babu sona nair Romance
194,3g love,govardhan krishna,avinash neelima rao ramesh prabhas sreenu,un_known,3g love govardhan krishna avinash neelima rao ramesh prabhas sreenu un_known
195,backbench student,madhura sreedhar reddy,mahat raghavendra piaa bajpai archana jose kavi,un_known,backbench student madhura sreedhar reddy mahat raghavendra piaa bajpai archana jose kavi un_known
196,rai rai,sudhir raju,sri aksha,un_known,rai rai sudhir raju sri aksha un_known
197,bakara,csr krishnan,srihari pradeep yashika pawan brahmanandam,un_known,bakara csr krishnan srihari pradeep yashika pawan brahmanandam un_known
198,swamy satyananda,madan patel,ravi chetan neha anku madan patel,un_known,swamy satyananda madan patel ravi chetan neha anku madan patel un_known
199,swamy ra ra,sudheer varma,nikhil swati reddy,Comedy Crime,swamy ra ra sudheer varma nikhil swati reddy Comedy Crime
200,priyathama neevachata kusalama,trinadha rao nakkina,varun sandesh hasika komal jha,un_known,priyathama neevachata kusalama trinadha rao nakkina varun sandesh hasika komal jha un_known
201,aravind 2,sekhar suri,sri madhavi latha srinivas avasarala kamal kamaraju adonica,Thriller,aravind 2 sekhar suri sri madhavi latha srinivas avasarala kamal kamaraju adonica Thriller
202,jaffa,vennela kishore,brahmanandam ali (actor),Documentary,jaffa vennela kishore brahmanandam ali (actor) Documentary
203,baadshah,srinu vaitla,jr. ntr kajal aggarwal navdeep,Action Drama,baadshah srinu vaitla jr. ntr kajal aggarwal navdeep Action Drama
204,jai sriram,balaji n. sai,uday kiran reshma rathod nagineedu m. s. narayana chalapathi rao,un_known,jai sriram balaji n. sai uday kiran reshma rathod nagineedu m. s. narayana chalapathi rao un_known
205,vasool raja,karthika gopalakrishnan,navdeep srihari ritu barmecha sathyam rajesh,un_known,vasool raja karthika gopalakrishnan navdeep srihari ritu barmecha sathyam rajesh un_known
206,gunde jaari gallanthayyinde,vijay kumar konda,nitin nithya menen isha talwar ali,Romance,gunde jaari gallanthayyinde vijay kumar konda nitin nithya menen isha talwar ali Romance
207,gouravam,radha mohan,allu sirish yami gautam prakash raj nassar harish uthaman,Drama,gouravam radha mohan allu sirish yami gautam prakash raj nassar harish uthaman Drama
208,shadow,meher ramesh,venkatesh tapsee srikanth madhurima,Horror Action Drama War,shadow meher ramesh venkatesh tapsee srikanth madhurima Horror Action Drama War
209,greeku veerudu,kondapalli dasaradh kumar,nagarjuna nayantara,Drama Romance,greeku veerudu kondapalli dasaradh kumar nagarjuna nayantara Drama Romance
210,gully dada,shashikanth,radhika rathod aakash reddy,un_known,gully dada shashikanth radhika rathod aakash reddy un_known
211,tadakha,kishore kumar pardasani,naga chaitanya tamannaah sunil andrea jeremiah,Action Romance Family,tadakha kishore kumar pardasani naga chaitanya tamannaah sunil andrea jeremiah Action Romance Family
212,love touch,sri chand,jayanth and dhruthi,un_known,love touch sri chand jayanth and dhruthi un_known
213,sukumarudu,g. ashok,aadi nisha aggarwal krishna sharada srinivas avasarala rao ramesh,un_known,sukumarudu g. ashok aadi nisha aggarwal krishna sharada srinivas avasarala rao ramesh un_known
214,143 hyderabad,selva ganesh,arjun anand dhansika jagan,un_known,143 hyderabad selva ganesh arjun anand dhansika jagan un_known
215,chemistry,vachespathy jonnalagadda,sree ram amitha rao,Drama Comedy,chemistry vachespathy jonnalagadda sree ram amitha rao Drama Comedy
216,chukkalanti ammayi chakkanaina abbayi,kanmani,tarun kumar vimala raman,un_known,chukkalanti ammayi chakkanaina abbayi kanmani tarun kumar vimala raman un_known
217,iddarammayilatho,puri jagannadh,allu arjun amala paul catherine tresa,Action Thriller,iddarammayilatho puri jagannadh allu arjun amala paul catherine tresa Action Thriller
218,pavitra,janardhan maharshi,shriya saran roja sai kumar brahmanandam,Romance,pavitra janardhan maharshi shriya saran roja sai kumar brahmanandam Romance
219,theatre lo naluguru,srinivasa raju dendukuri,srikanth raghava dheeraj swetha pandit varun abhinay,un_known,theatre lo naluguru srinivasa raju dendukuri srikanth raghava dheeraj swetha pandit varun abhinay un_known
220,prema katha chitram,j. prabhakar reddy,sudheer babu nanditha raj,Drama Horror,prema katha chitram j. prabhakar reddy sudheer babu nanditha raj Drama Horror
221,saradaga ammayitho,bhanu shankar,varun sandesh nisha agarwal charmee k. vishwanath brahmanandam,un_known,saradaga ammayitho bhanu shankar varun sandesh nisha agarwal charmee k. vishwanath brahmanandam un_known
222,action 3d,anil sunkara,allari naresh shaam vaibhav reddy raju sundaram neelam upadhyaya kamna jethmalani sneha ullal,Comedy,action 3d anil sunkara allari naresh shaam vaibhav reddy raju sundaram neelam upadhyaya kamna jethmalani sneha ullal Comedy
223,balupu,gopichand malineni,ravi teja shruthi hassan anjali prakash raj adivi sesh ashutosh rana brahmanandam,Action Comedy,balupu gopichand malineni ravi teja shruthi hassan anjali prakash raj adivi sesh ashutosh rana brahmanandam Action Comedy
224,moksha,srikanth vemulapalli,meera jasmine rajeev mohan disha pandey nassar,Drama,moksha srikanth vemulapalli meera jasmine rajeev mohan disha pandey nassar Drama
225,oh my love,m j reddy,raja nisha,un_known,oh my love m j reddy raja nisha un_known
226,un_known,un_known,un_known,un_known,un_known un_known un_known un_known
227,mallela theeram lo sirimalle puvvu,gv rama raju,kranthi sri divya jorge,un_known,mallela theeram lo sirimalle puvvu gv rama raju kranthi sri divya jorge un_known
228,operation duryodhana 2,nandam srinivasa rao,jagapathi babu posani krishna murali rao ramesh vijayachander,Drama,operation duryodhana 2 nandam srinivasa rao jagapathi babu posani krishna murali rao ramesh vijayachander Drama
229,sahasam,chandra sekhar yeleti,gopichand taapsee pannu shakti kapoor suman ali,Action Adventure,sahasam chandra sekhar yeleti gopichand taapsee pannu shakti kapoor suman ali Action Adventure
230,pelli pustakam,ramakrishna machakanti,rahul neethi taylor,un_known,pelli pustakam ramakrishna machakanti rahul neethi taylor un_known
231,om 3d,sunil reddy,nandamuri kalyan ram kriti kharbanda nikesha patel,Action Thriller,om 3d sunil reddy nandamuri kalyan ram kriti kharbanda nikesha patel Action Thriller
232,kevvu keka,devi prasad,allari naresh sharmila mandre,Comedy,kevvu keka devi prasad allari naresh sharmila mandre Comedy
233,alias janaki,dayaa k,venkat rahul anisha ambrose nagababu tanikela bharani,Action,alias janaki dayaa k venkat rahul anisha ambrose nagababu tanikela bharani Action
234,romance,swamy,prince manasa himavarsha dimple chopade,Drama Romance,romance swamy prince manasa himavarsha dimple chopade Drama Romance
235,abbai class ammai mass,koneti srinu,varun sandesh hariprriya ali,Drama,abbai class ammai mass koneti srinu varun sandesh hariprriya ali Drama
236,1000 abadhdhalu,teja,sai ram shankar esther noronha,un_known,1000 abadhdhalu teja sai ram shankar esther noronha un_known
237,pusthakamlo konni pageelu missing,sajid qureshi,sree supraja rahul satish masth ali,un_known,pusthakamlo konni pageelu missing sajid qureshi sree supraja rahul satish masth ali un_known
238,jagadguru adi shankara,j.k.bharavi,akkineni nagarjuna mohan babu kaushik babu sai kumar srihari suman,Drama Mystery,jagadguru adi shankara j.k.bharavi akkineni nagarjuna mohan babu kaushik babu sai kumar srihari suman Drama Mystery
239,dalam,jeevan reddy,naveen chandra piaa bajpai abhimanyu singh kishore nassar,un_known,dalam jeevan reddy naveen chandra piaa bajpai abhimanyu singh kishore nassar un_known
240,adda,sai karthik,sushanth shanvi srivastava,un_known,adda sai karthik sushanth shanvi srivastava un_known
241,antaku mundu aa taruvaata,mohan krishna indraganti,sumanth ashwin eesha,un_known,antaku mundu aa taruvaata mohan krishna indraganti sumanth ashwin eesha un_known
242,telisi teliyaka,k. jayaprakash,geethanandh maithili krishna hasini,un_known,telisi teliyaka k. jayaprakash geethanandh maithili krishna hasini un_known
243,athadu aame o scooter,gangarapu lakshman,vennela kishore priyanka chabra,Comedy,athadu aame o scooter gangarapu lakshman vennela kishore priyanka chabra Comedy
244,prema oka maikam,chandu,rahul charmee kaur ravi babu saranya nag,un_known,prema oka maikam chandu rahul charmee kaur ravi babu saranya nag un_known
245,waiting for you,sunil kumar reddy,sai anil gayathri raghu babu,Thriller Horror,waiting for you sunil kumar reddy sai anil gayathri raghu babu Thriller Horror
246,toofan,apoorva lakhia,ram charan tej priyanka chopra prakash raj srihari mahie gill tanikella bharani,un_known,toofan apoorva lakhia ram charan tej priyanka chopra prakash raj srihari mahie gill tanikella bharani un_known
247,kiss,adivi sesh,adivi sesh priya banerjee bharath reddy,Music Drama Romance TV Movie,kiss adivi sesh adivi sesh priya banerjee bharath reddy Music Drama Romance TV Movie
248,kamina,lakshmikanth chenna,srihari sai kumar roja lekha washington brahmaji krishi arimanda ashish vidyarthi,Action,kamina lakshmikanth chenna srihari sai kumar roja lekha washington brahmaji krishi arimanda ashish vidyarthi Action
249,naa sami ranga,subramanyam pachcha,dilip saikumar pampana sreeteja yashaswini priyanka ashish vidyarthi,un_known,naa sami ranga subramanyam pachcha dilip saikumar pampana sreeteja yashaswini priyanka ashish vidyarthi un_known
250,potugadu,pavan wodeyar,manoj manchu sakshi chaudhary simran kaur mundi rachel anupriya goenka,un_known,potugadu pavan wodeyar manoj manchu sakshi chaudhary simran kaur mundi rachel anupriya goenka un_known
251,welcome obama,singeetham srinivasa rao,urmila kanitkar rachel esteban,un_known,welcome obama singeetham srinivasa rao urmila kanitkar rachel esteban un_known
252,break up,amar kamepalli,ranadhir reddy swathi dikshit suresh allari subhashini harish,Romance Comedy,break up amar kamepalli ranadhir reddy swathi dikshit suresh allari subhashini harish Romance Comedy
253,nirbhaya bharatham,r. narayana murthy,r. narayana murthy nancy angel spandana amarendra arif,un_known,nirbhaya bharatham r. narayana murthy r. narayana murthy nancy angel spandana amarendra arif un_known
254,music magic,mantraakshar d. s.,rahul trinath kimaya henna chopra,Family,music magic mantraakshar d. s. rahul trinath kimaya henna chopra Family
255,barrister shankar narayan,n. a. thara,raj kumar divya prabha alia trivedi lakshmi m. s. narayana,un_known,barrister shankar narayan n. a. thara raj kumar divya prabha alia trivedi lakshmi m. s. narayana un_known
256,attarintiki daredi,trivikram srinivas,pawan kalyan samantha ruth prabhu pranitha nadhiya boman irani brahmanandam,Action Comedy Drama,attarintiki daredi trivikram srinivas pawan kalyan samantha ruth prabhu pranitha nadhiya boman irani brahmanandam Action Comedy Drama
257,police game,sahadeva reddy,srihari neenu karthika kota srinivasa rao brahmanandam jeeva,un_known,police game sahadeva reddy srihari neenu karthika kota srinivasa rao brahmanandam jeeva un_known
258,sahasra,k. srikanth,rajiv kanakala krishnudu shafi sri ira reva,Thriller,sahasra k. srikanth rajiv kanakala krishnudu shafi sri ira reva Thriller
259,gatham,b s raju,yuvraraj sagar soumya hema shwetha harsha shafir,Thriller,gatham b s raju yuvraraj sagar soumya hema shwetha harsha shafir Thriller
260,ramayya vasthavayya,harish shankar,jr. ntr samantha ruth prabhu shruthi hassan,Drama Action,ramayya vasthavayya harish shankar jr. ntr samantha ruth prabhu shruthi hassan Drama Action
261,doosukeltha,veeru potla,vishnu manchu lavanya tripathi brahmanandam pankaj tripathi,Comedy Drama,doosukeltha veeru potla vishnu manchu lavanya tripathi brahmanandam pankaj tripathi Comedy Drama
262,kharjooram,gkr,raj virat geetha pallavi suman m.s .chowdary tagubothu ramesh chitti babu kanth,un_known,kharjooram gkr raj virat geetha pallavi suman m.s .chowdary tagubothu ramesh chitti babu kanth un_known
263,bhai,veerabhadram chowdary,nagarjuna akkineni richa gangopadhyay prasanna sonu sood ashish vidyarthi ajay rahul dev brahmanandam,un_known,bhai veerabhadram chowdary nagarjuna akkineni richa gangopadhyay prasanna sonu sood ashish vidyarthi ajay rahul dev brahmanandam un_known
264,chinni chinni aasha,dr kiran,singeetam srinivasa rao tulasi ajay aparna pillai dhanya rajeev inthuri vasu gemini suresh,un_known,chinni chinni aasha dr kiran singeetam srinivasa rao tulasi ajay aparna pillai dhanya rajeev inthuri vasu gemini suresh un_known
265,satya 2,ram gopal varma,sharwanand anaika soni aradhna gupta mahesh thakur,Action Thriller,satya 2 ram gopal varma sharwanand anaika soni aradhna gupta mahesh thakur Action Thriller
266,chandee,v. samudra,priyamani r. sarathkumar ashish vidhyarthi krishnam raju,un_known,chandee v. samudra priyamani r. sarathkumar ashish vidhyarthi krishnam raju un_known
